order_date,sales,year,month,day,day_name,day_of_week,date_is_weekend
2015-12-06,8.96,2015,12,6,Sunday,6,1
2015-09-13,177.896,2015,9,13,Sunday,6,1
2015-07-26,167.86,2015,7,26,Sunday,6,1
2015-05-08,545.91,2015,5,8,Friday,4,0
2015-05-23,925.83,2015,5,23,Saturday,5,1
2015-02-06,692.214,2015,2,6,Friday,4,0
2015-12-20,100.8,2015,12,20,Sunday,6,1
2015-03-31,79.96,2015,3,31,Tuesday,1,0
2015-12-01,4210.65,2015,12,1,Tuesday,1,0
2015-12-15,3.28,2015,12,15,Tuesday,1,0
2015-06-13,6.48,2015,6,13,Saturday,5,1
2015-04-26,485.784,2015,4,26,Sunday,6,1
2015-05-07,259.942,2015,5,7,Thursday,3,0
2015-01-13,612.458,2015,1,13,Tuesday,1,0
2015-09-19,8.4,2015,9,19,Saturday,5,1
2015-11-22,114.37,2015,11,22,Sunday,6,1
2015-06-25,204.85,2015,6,25,Thursday,3,0
2015-11-14,134.5,2015,11,14,Saturday,5,1
2015-11-30,705.068,2015,11,30,Monday,0,0
2015-09-01,979.104,2015,9,1,Tuesday,1,0
2015-04-16,2298.9,2015,4,16,Thursday,3,0
2015-09-06,197.916,2015,9,6,Sunday,6,1
2015-11-29,1542.47,2015,11,29,Sunday,6,1
2015-03-23,33.36,2015,3,23,Monday,0,0
2015-08-07,106.8,2015,8,7,Friday,4,0
2015-09-13,13.092,2015,9,13,Sunday,6,1
2015-02-27,538.92,2015,2,27,Friday,4,0
2015-05-15,51.968,2015,5,15,Friday,4,0
2015-07-17,195.466,2015,7,17,Friday,4,0
2015-11-02,197.72,2015,11,2,Monday,0,0
2015-11-14,259.864,2015,11,14,Saturday,5,1
2015-05-25,845.728,2015,5,25,Monday,0,0
2015-11-15,224.934,2015,11,15,Sunday,6,1
2015-11-22,206.962,2015,11,22,Sunday,6,1
2015-06-23,366.99,2015,6,23,Tuesday,1,0
2015-07-25,623.96,2015,7,25,Saturday,5,1
2015-10-26,5.76,2015,10,26,Monday,0,0
2015-09-10,179.886,2015,9,10,Thursday,3,0
2015-08-24,310.364,2015,8,24,Monday,0,0
2015-10-15,2717.31,2015,10,15,Thursday,3,0
2015-09-25,128.744,2015,9,25,Friday,4,0
2015-12-31,116.4,2015,12,31,Thursday,3,0
2015-06-12,64.032,2015,6,12,Friday,4,0
2015-12-13,57.32,2015,12,13,Sunday,6,1
2015-04-07,847.2,2015,4,7,Tuesday,1,0
2015-06-20,383.616,2015,6,20,Saturday,5,1
2015-03-05,257.32,2015,3,5,Thursday,3,0
2015-10-02,26.82,2015,10,2,Friday,4,0
2015-11-03,1345.418,2015,11,3,Tuesday,1,0
2015-09-07,559.93,2015,9,7,Monday,0,0
2015-07-02,246.364,2015,7,2,Thursday,3,0
2015-11-30,89.36,2015,11,30,Monday,0,0
2015-02-03,178.37,2015,2,3,Tuesday,1,0
2015-09-14,1884.144,2015,9,14,Monday,0,0
2015-06-09,495.736,2015,6,9,Tuesday,1,0
2015-10-09,655.88,2015,10,9,Friday,4,0
2015-09-17,87.168,2015,9,17,Thursday,3,0
2015-01-03,1757.8536,2015,1,3,Saturday,5,1
2015-01-19,301.742,2015,1,19,Monday,0,0
2015-11-30,440.144,2015,11,30,Monday,0,0
2015-09-20,1664.132,2015,9,20,Sunday,6,1
2015-12-14,369.56,2015,12,14,Monday,0,0
2015-11-01,205.164,2015,11,1,Sunday,6,1
2015-12-20,11.696,2015,12,20,Sunday,6,1
2015-05-25,14.73,2015,5,25,Monday,0,0
2015-11-02,374.076,2015,11,2,Monday,0,0
2015-08-07,19.152,2015,8,7,Friday,4,0
2015-04-09,369.912,2015,4,9,Thursday,3,0
2015-06-07,7.52,2015,6,7,Sunday,6,1
2015-05-08,37.94,2015,5,8,Friday,4,0
2015-08-31,20.96,2015,8,31,Monday,0,0
2015-09-18,717.12,2015,9,18,Friday,4,0
2015-07-11,676.734,2015,7,11,Saturday,5,1
2015-12-04,85.96,2015,12,4,Friday,4,0
2015-07-11,128.322,2015,7,11,Saturday,5,1
2015-04-20,117.456,2015,4,20,Monday,0,0
2015-08-15,174.49,2015,8,15,Saturday,5,1
2015-12-03,590.352,2015,12,3,Thursday,3,0
2015-04-18,1009.13,2015,4,18,Saturday,5,1
2015-10-23,3.592,2015,10,23,Friday,4,0
2015-04-16,127.764,2015,4,16,Thursday,3,0
2015-09-04,919.49,2015,9,4,Friday,4,0
2015-11-28,335.52,2015,11,28,Saturday,5,1
2015-12-05,45.04,2015,12,5,Saturday,5,1
2015-03-06,1555.244,2015,3,6,Friday,4,0
2015-10-12,99.86,2015,10,12,Monday,0,0
2015-09-17,28.524,2015,9,17,Thursday,3,0
2015-12-10,1033.234,2015,12,10,Thursday,3,0
2015-09-24,517.5,2015,9,24,Thursday,3,0
2015-05-26,610.156,2015,5,26,Tuesday,1,0
2015-09-06,46.32,2015,9,6,Sunday,6,1
2015-07-14,860.916,2015,7,14,Tuesday,1,0
2015-12-06,339.334,2015,12,6,Sunday,6,1
2015-03-19,14.496,2015,3,19,Thursday,3,0
2015-04-25,13.944,2015,4,25,Saturday,5,1
2015-09-27,99.2,2015,9,27,Sunday,6,1
2015-07-26,10.368,2015,7,26,Sunday,6,1
2015-06-26,43.056,2015,6,26,Friday,4,0
2015-12-25,414.96,2015,12,25,Friday,4,0
2015-05-10,46.688,2015,5,10,Sunday,6,1
2015-11-29,4.304,2015,11,29,Sunday,6,1
2015-06-09,12.96,2015,6,9,Tuesday,1,0
2015-05-04,26.8,2015,5,4,Monday,0,0
2015-08-21,632.148,2015,8,21,Friday,4,0
2015-11-23,420.64,2015,11,23,Monday,0,0
2015-12-25,19.584,2015,12,25,Friday,4,0
2015-06-19,5.792,2015,6,19,Friday,4,0
2015-11-05,25.344,2015,11,5,Thursday,3,0
2015-11-13,403.94,2015,11,13,Friday,4,0
2015-11-20,19.46,2015,11,20,Friday,4,0
2015-03-16,43.13,2015,3,16,Monday,0,0
2015-12-06,757.712,2015,12,6,Sunday,6,1
2015-12-25,9.96,2015,12,25,Friday,4,0
2015-12-12,32.308,2015,12,12,Saturday,5,1
2015-11-27,188.94,2015,11,27,Friday,4,0
2015-11-15,39.96,2015,11,15,Sunday,6,1
2015-03-16,6412.77,2015,3,16,Monday,0,0
2015-11-16,295.968,2015,11,16,Monday,0,0
2015-01-30,14.304,2015,1,30,Friday,4,0
2015-04-12,40.74,2015,4,12,Sunday,6,1
2015-03-24,46.9,2015,3,24,Tuesday,1,0
2015-11-05,62.8,2015,11,5,Thursday,3,0
2015-10-30,1035.8,2015,10,30,Friday,4,0
2015-11-19,867.744,2015,11,19,Thursday,3,0
2015-05-01,88.752,2015,5,1,Friday,4,0
2015-10-05,53.04,2015,10,5,Monday,0,0
2015-05-13,238.384,2015,5,13,Wednesday,2,0
2015-09-15,215.18,2015,9,15,Tuesday,1,0
2015-02-09,203.92,2015,2,9,Monday,0,0
2015-07-06,301.96,2015,7,6,Monday,0,0
2015-03-07,807.54,2015,3,7,Saturday,5,1
2015-01-02,1816.696,2015,1,2,Friday,4,0
2015-05-04,125.93,2015,5,4,Monday,0,0
2015-11-20,24.192,2015,11,20,Friday,4,0
2015-11-09,1170.72,2015,11,9,Monday,0,0
2015-08-24,2645.021,2015,8,24,Monday,0,0
2015-04-16,1483.528,2015,4,16,Thursday,3,0
2015-12-14,8.096,2015,12,14,Monday,0,0
2015-03-10,1.112,2015,3,10,Tuesday,1,0
2015-07-16,299.75,2015,7,16,Thursday,3,0
2015-06-18,13.632,2015,6,18,Thursday,3,0
2015-09-19,66.36,2015,9,19,Saturday,5,1
2015-08-02,564.768,2015,8,2,Sunday,6,1
2015-02-07,324.11,2015,2,7,Saturday,5,1
2015-11-10,577.584,2015,11,10,Tuesday,1,0
2015-05-31,1745.71,2015,5,31,Sunday,6,1
2015-09-24,35.12,2015,9,24,Thursday,3,0
2015-12-15,4190.206,2015,12,15,Tuesday,1,0
2015-12-03,10.752,2015,12,3,Thursday,3,0
2015-05-07,45.68,2015,5,7,Thursday,3,0
2015-07-26,131.48,2015,7,26,Sunday,6,1
2015-12-13,147.44,2015,12,13,Sunday,6,1
2015-12-27,128.52,2015,12,27,Sunday,6,1
2015-11-07,33.48,2015,11,7,Saturday,5,1
2015-08-13,31.56,2015,8,13,Thursday,3,0
2015-12-06,32.75,2015,12,6,Sunday,6,1
2015-07-25,1288.848,2015,7,25,Saturday,5,1
2015-03-12,5.04,2015,3,12,Thursday,3,0
2015-04-17,172.606,2015,4,17,Friday,4,0
2015-12-28,24.816,2015,12,28,Monday,0,0
2015-10-01,111.76,2015,10,1,Thursday,3,0
2015-05-26,20.24,2015,5,26,Tuesday,1,0
2015-09-25,479.716,2015,9,25,Friday,4,0
2015-10-20,439.536,2015,10,20,Tuesday,1,0
2015-11-22,32.985,2015,11,22,Sunday,6,1
2015-04-20,896.31,2015,4,20,Monday,0,0
2015-07-10,3.366,2015,7,10,Friday,4,0
2015-09-19,60.84,2015,9,19,Saturday,5,1
2015-12-05,51.6,2015,12,5,Saturday,5,1
2015-01-31,99.26,2015,1,31,Saturday,5,1
2015-05-28,93.79,2015,5,28,Thursday,3,0
2015-01-06,31.538,2015,1,6,Tuesday,1,0
2015-10-24,454.272,2015,10,24,Saturday,5,1
2015-04-13,12.88,2015,4,13,Monday,0,0
2015-09-18,187.94,2015,9,18,Friday,4,0
2015-09-03,200.984,2015,9,3,Thursday,3,0
2015-05-31,345.26,2015,5,31,Sunday,6,1
2015-01-04,72.24,2015,1,4,Sunday,6,1
2015-05-22,3862.098,2015,5,22,Friday,4,0
2015-11-13,210.82,2015,11,13,Friday,4,0
2015-09-21,609.436,2015,9,21,Monday,0,0
2015-03-19,10.9,2015,3,19,Thursday,3,0
2015-07-02,19.44,2015,7,2,Thursday,3,0
2015-12-15,246.168,2015,12,15,Tuesday,1,0
2015-10-19,1.72,2015,10,19,Monday,0,0
2015-08-13,11.36,2015,8,13,Thursday,3,0
2015-09-18,18.54,2015,9,18,Friday,4,0
2015-12-11,196.62,2015,12,11,Friday,4,0
2015-10-26,1215.269,2015,10,26,Monday,0,0
2015-03-29,5.56,2015,3,29,Sunday,6,1
2015-05-03,460.844,2015,5,3,Sunday,6,1
2015-09-06,271.764,2015,9,6,Sunday,6,1
2015-11-16,1001.196,2015,11,16,Monday,0,0
2015-11-14,47.984,2015,11,14,Saturday,5,1
2015-04-22,152.916,2015,4,22,Wednesday,2,0
2015-09-20,45.584,2015,9,20,Sunday,6,1
2015-01-17,88.96,2015,1,17,Saturday,5,1
2015-12-27,435.54,2015,12,27,Sunday,6,1
2015-09-08,21.36,2015,9,8,Tuesday,1,0
2015-11-19,141.96,2015,11,19,Thursday,3,0
2015-10-05,288.0,2015,10,5,Monday,0,0
2015-03-05,7.104,2015,3,5,Thursday,3,0
2015-04-27,49.4,2015,4,27,Monday,0,0
2015-09-25,122.622,2015,9,25,Friday,4,0
2015-07-04,22.848,2015,7,4,Saturday,5,1
2015-10-17,77.88,2015,10,17,Saturday,5,1
2015-02-20,286.79,2015,2,20,Friday,4,0
2015-01-17,6.68,2015,1,17,Saturday,5,1
2015-10-25,313.626,2015,10,25,Sunday,6,1
2015-12-18,94.688,2015,12,18,Friday,4,0
2015-11-13,17.496,2015,11,13,Friday,4,0
2015-03-05,84.61,2015,3,5,Thursday,3,0
2015-11-12,15.7,2015,11,12,Thursday,3,0
2015-03-01,58.72,2015,3,1,Sunday,6,1
2015-09-24,1423.34,2015,9,24,Thursday,3,0
2015-08-01,1011.696,2015,8,1,Saturday,5,1
2015-11-24,568.86,2015,11,24,Tuesday,1,0
2015-06-22,1217.568,2015,6,22,Monday,0,0
2015-05-20,169.544,2015,5,20,Wednesday,2,0
2015-03-29,1166.92,2015,3,29,Sunday,6,1
2015-12-22,17.12,2015,12,22,Tuesday,1,0
2015-07-09,5.16,2015,7,9,Thursday,3,0
2015-12-25,255.58,2015,12,25,Friday,4,0
2015-09-20,37.68,2015,9,20,Sunday,6,1
2015-12-06,173.94,2015,12,6,Sunday,6,1
2015-09-11,265.86,2015,9,11,Friday,4,0
2015-04-25,330.15,2015,4,25,Saturday,5,1
2015-03-16,85.9,2015,3,16,Monday,0,0
2015-12-20,55.48,2015,12,20,Sunday,6,1
2015-06-18,51.98,2015,6,18,Thursday,3,0
2015-12-21,1349.63,2015,12,21,Monday,0,0
2015-07-25,457.04,2015,7,25,Saturday,5,1
2015-02-15,974.9,2015,2,15,Sunday,6,1
2015-11-29,56.3,2015,11,29,Sunday,6,1
2015-12-12,348.928,2015,12,12,Saturday,5,1
2015-11-14,860.07,2015,11,14,Saturday,5,1
2015-12-20,22.288,2015,12,20,Sunday,6,1
2015-08-21,637.27,2015,8,21,Friday,4,0
2015-11-08,119.9,2015,11,8,Sunday,6,1
2015-02-25,25.87,2015,2,25,Wednesday,2,0
2015-05-23,186.69,2015,5,23,Saturday,5,1
2015-07-04,1099.96,2015,7,4,Saturday,5,1
2015-01-05,61.584,2015,1,5,Monday,0,0
2015-11-10,79.9,2015,11,10,Tuesday,1,0
2015-06-13,106.08,2015,6,13,Saturday,5,1
2015-10-23,78.456,2015,10,23,Friday,4,0
2015-03-15,16.776,2015,3,15,Sunday,6,1
2015-12-27,7.92,2015,12,27,Sunday,6,1
2015-04-17,2572.5,2015,4,17,Friday,4,0
2015-07-30,226.13,2015,7,30,Thursday,3,0
2015-08-09,4.608,2015,8,9,Sunday,6,1
2015-12-12,54.17,2015,12,12,Saturday,5,1
2015-12-04,1635.018,2015,12,4,Friday,4,0
2015-05-09,48.81,2015,5,9,Saturday,5,1
2015-12-11,206.328,2015,12,11,Friday,4,0
2015-09-20,85.848,2015,9,20,Sunday,6,1
2015-12-06,999.98,2015,12,6,Sunday,6,1
2015-12-08,15.696,2015,12,8,Tuesday,1,0
2015-10-26,174.304,2015,10,26,Monday,0,0
2015-05-31,7.56,2015,5,31,Sunday,6,1
2015-11-30,177.48,2015,11,30,Monday,0,0
2015-09-25,183.4,2015,9,25,Friday,4,0
2015-12-31,18.416,2015,12,31,Thursday,3,0
2015-12-05,44.46,2015,12,5,Saturday,5,1
2015-02-06,1558.42,2015,2,6,Friday,4,0
2015-09-25,63.14,2015,9,25,Friday,4,0
2015-11-20,19.65,2015,11,20,Friday,4,0
2015-10-01,572.8,2015,10,1,Thursday,3,0
2015-10-24,3.592,2015,10,24,Saturday,5,1
2015-06-18,670.001,2015,6,18,Thursday,3,0
2015-01-12,465.18,2015,1,12,Monday,0,0
2015-12-03,184.66,2015,12,3,Thursday,3,0
2015-02-16,35.88,2015,2,16,Monday,0,0
2015-11-28,8.28,2015,11,28,Saturday,5,1
2015-12-09,34.02,2015,12,9,Wednesday,2,0
2015-12-19,1941.81,2015,12,19,Saturday,5,1
2015-11-28,151.96,2015,11,28,Saturday,5,1
2015-12-22,456.193,2015,12,22,Tuesday,1,0
2015-07-02,1305.81,2015,7,2,Thursday,3,0
2015-06-07,52.248,2015,6,7,Sunday,6,1
2015-04-29,7.968,2015,4,29,Wednesday,2,0
2015-12-13,808.666,2015,12,13,Sunday,6,1
2015-08-31,555.96,2015,8,31,Monday,0,0
2015-03-22,162.072,2015,3,22,Sunday,6,1
2015-02-03,136.92,2015,2,3,Tuesday,1,0
2015-12-20,36.27,2015,12,20,Sunday,6,1
2015-11-30,17.088,2015,11,30,Monday,0,0
2015-06-20,319.984,2015,6,20,Saturday,5,1
2015-09-21,3631.96,2015,9,21,Monday,0,0
2015-12-24,65.856,2015,12,24,Thursday,3,0
2015-06-04,1109.95,2015,6,4,Thursday,3,0
2015-11-09,11.352,2015,11,9,Monday,0,0
2015-11-10,714.3,2015,11,10,Tuesday,1,0
2015-01-05,143.52,2015,1,5,Monday,0,0
2015-12-26,22.2,2015,12,26,Saturday,5,1
2015-12-20,17.12,2015,12,20,Sunday,6,1
2015-11-26,599.99,2015,11,26,Thursday,3,0
2015-05-12,38.52,2015,5,12,Tuesday,1,0
2015-03-20,1445.674,2015,3,20,Friday,4,0
2015-07-18,5.76,2015,7,18,Saturday,5,1
2015-09-25,68.62,2015,9,25,Friday,4,0
2015-10-12,209.67,2015,10,12,Monday,0,0
2015-09-04,134.376,2015,9,4,Friday,4,0
2015-11-27,6.24,2015,11,27,Friday,4,0
2015-10-19,1910.7,2015,10,19,Monday,0,0
2015-03-08,19.44,2015,3,8,Sunday,6,1
2015-11-02,2621.322,2015,11,2,Monday,0,0
2015-07-20,1238.33,2015,7,20,Monday,0,0
2015-09-06,7.24,2015,9,6,Sunday,6,1
2015-09-25,2.946,2015,9,25,Friday,4,0
2015-08-06,27.216,2015,8,6,Thursday,3,0
2015-05-03,13.848,2015,5,3,Sunday,6,1
2015-10-05,77.55,2015,10,5,Monday,0,0
2015-06-01,11.76,2015,6,1,Monday,0,0
2015-04-16,239.204,2015,4,16,Thursday,3,0
2015-09-07,140.736,2015,9,7,Monday,0,0
2015-04-05,892.224,2015,4,5,Sunday,6,1
2015-07-06,170.352,2015,7,6,Monday,0,0
2015-11-28,130.4,2015,11,28,Saturday,5,1
2015-12-04,794.574,2015,12,4,Friday,4,0
2015-11-20,479.988,2015,11,20,Friday,4,0
2015-12-21,3.008,2015,12,21,Monday,0,0
2015-09-24,50.912,2015,9,24,Thursday,3,0
2015-05-01,277.632,2015,5,1,Friday,4,0
2015-11-03,1448.82,2015,11,3,Tuesday,1,0
2015-09-08,68.28,2015,9,8,Tuesday,1,0
2015-06-08,937.608,2015,6,8,Monday,0,0
2015-08-15,323.1,2015,8,15,Saturday,5,1
2015-11-22,77.06,2015,11,22,Sunday,6,1
2015-10-28,104.51,2015,10,28,Wednesday,2,0
2015-12-16,4.98,2015,12,16,Wednesday,2,0
2015-05-12,14.592,2015,5,12,Tuesday,1,0
2015-09-05,89.86,2015,9,5,Saturday,5,1
2015-10-09,50.462,2015,10,9,Friday,4,0
2015-02-21,2541.98,2015,2,21,Saturday,5,1
2015-11-07,715.2,2015,11,7,Saturday,5,1
2015-06-28,498.492,2015,6,28,Sunday,6,1
2015-11-12,304.224,2015,11,12,Thursday,3,0
2015-08-09,646.63,2015,8,9,Sunday,6,1
2015-11-17,40.92,2015,11,17,Tuesday,1,0
2015-03-19,11.96,2015,3,19,Thursday,3,0
2015-11-07,671.002,2015,11,7,Saturday,5,1
2015-08-07,520.03,2015,8,7,Friday,4,0
2015-03-22,15.984,2015,3,22,Sunday,6,1
2015-03-14,688.46,2015,3,14,Saturday,5,1
2015-06-19,228.92,2015,6,19,Friday,4,0
2015-11-27,29.79,2015,11,27,Friday,4,0
2015-08-07,3.304,2015,8,7,Friday,4,0
2015-05-30,151.96,2015,5,30,Saturday,5,1
2015-11-20,377.902,2015,11,20,Friday,4,0
2015-06-08,145.504,2015,6,8,Monday,0,0
2015-09-07,654.772,2015,9,7,Monday,0,0
2015-03-26,3393.68,2015,3,26,Thursday,3,0
2015-07-05,73.776,2015,7,5,Sunday,6,1
2015-07-31,239.7,2015,7,31,Friday,4,0
2015-11-08,70.212,2015,11,8,Sunday,6,1
2015-11-28,45.28,2015,11,28,Saturday,5,1
2015-11-16,523.25,2015,11,16,Monday,0,0
2015-06-15,225.576,2015,6,15,Monday,0,0
2015-10-20,24.56,2015,10,20,Tuesday,1,0
2015-01-27,2803.92,2015,1,27,Tuesday,1,0
2015-06-04,16.64,2015,6,4,Thursday,3,0
2015-10-31,2562.171,2015,10,31,Saturday,5,1
2015-12-07,801.988,2015,12,7,Monday,0,0
2015-09-11,189.99,2015,9,11,Friday,4,0
2015-12-27,384.86,2015,12,27,Sunday,6,1
2015-05-14,1117.92,2015,5,14,Thursday,3,0
2015-12-21,47.976,2015,12,21,Monday,0,0
2015-05-18,10.86,2015,5,18,Monday,0,0
2015-08-23,1142.43,2015,8,23,Sunday,6,1
2015-06-29,117.882,2015,6,29,Monday,0,0
2015-03-20,29.304,2015,3,20,Friday,4,0
2015-10-01,139.424,2015,10,1,Thursday,3,0
2015-08-28,1203.441,2015,8,28,Friday,4,0
2015-12-06,14.832,2015,12,6,Sunday,6,1
2015-09-12,492.584,2015,9,12,Saturday,5,1
2015-04-07,48.5,2015,4,7,Tuesday,1,0
2015-06-26,971.88,2015,6,26,Friday,4,0
2015-05-15,17.94,2015,5,15,Friday,4,0
2015-11-19,31.08,2015,11,19,Thursday,3,0
2015-06-05,1522.638,2015,6,5,Friday,4,0
2015-11-26,692.472,2015,11,26,Thursday,3,0
2015-04-05,1636.356,2015,4,5,Sunday,6,1
2015-09-27,175.29,2015,9,27,Sunday,6,1
2015-06-16,6.208,2015,6,16,Tuesday,1,0
2015-03-26,56.808,2015,3,26,Thursday,3,0
2015-03-14,19.44,2015,3,14,Saturday,5,1
2015-09-16,31.12,2015,9,16,Wednesday,2,0
2015-09-18,52.98,2015,9,18,Friday,4,0
2015-10-04,392.94,2015,10,4,Sunday,6,1
2015-03-19,449.0496,2015,3,19,Thursday,3,0
2015-09-10,14.94,2015,9,10,Thursday,3,0
2015-11-02,738.899,2015,11,2,Monday,0,0
2015-05-29,12.39,2015,5,29,Friday,4,0
2015-11-22,58.05,2015,11,22,Sunday,6,1
2015-09-21,220.31,2015,9,21,Monday,0,0
2015-10-08,145.9,2015,10,8,Thursday,3,0
2015-08-08,158.672,2015,8,8,Saturday,5,1
2015-12-06,7.78,2015,12,6,Sunday,6,1
2015-01-27,769.332,2015,1,27,Tuesday,1,0
2015-09-22,61.44,2015,9,22,Tuesday,1,0
2015-04-10,12.832,2015,4,10,Friday,4,0
2015-08-25,31.782,2015,8,25,Tuesday,1,0
2015-09-28,86.82,2015,9,28,Monday,0,0
2015-05-21,26.976,2015,5,21,Thursday,3,0
2015-08-24,7.152,2015,8,24,Monday,0,0
2015-12-24,627.924,2015,12,24,Thursday,3,0
2015-09-03,7.5,2015,9,3,Thursday,3,0
2015-09-06,46.62,2015,9,6,Sunday,6,1
2015-08-13,422.856,2015,8,13,Thursday,3,0
2015-01-13,9.82,2015,1,13,Tuesday,1,0
2015-10-22,9.952,2015,10,22,Thursday,3,0
2015-02-20,29.99,2015,2,20,Friday,4,0
2015-11-09,2339.84,2015,11,9,Monday,0,0
2016-11-20,328.54,2016,11,20,Sunday,6,1
2016-11-24,24.784,2016,11,24,Thursday,3,0
2016-12-13,63.88,2016,12,13,Tuesday,1,0
2016-09-20,475.694,2016,9,20,Tuesday,1,0
2016-06-24,4823.09,2016,6,24,Friday,4,0
2016-12-15,19.44,2016,12,15,Thursday,3,0
2016-11-24,43.46,2016,11,24,Thursday,3,0
2016-05-12,641.98,2016,5,12,Thursday,3,0
2016-12-10,6.48,2016,12,10,Saturday,5,1
2016-11-01,111.672,2016,11,1,Tuesday,1,0
2016-06-26,718.95,2016,6,26,Sunday,6,1
2016-09-24,868.14,2016,9,24,Saturday,5,1
2016-07-07,215.65,2016,7,7,Thursday,3,0
2016-02-05,918.966,2016,2,5,Friday,4,0
2016-10-13,279.67,2016,10,13,Thursday,3,0
2016-12-25,21.12,2016,12,25,Sunday,6,1
2016-02-04,93.02,2016,2,4,Thursday,3,0
2016-04-22,35.01,2016,4,22,Friday,4,0
2016-11-13,279.81,2016,11,13,Sunday,6,1
2016-07-17,77.88,2016,7,17,Sunday,6,1
2016-07-14,29.0,2016,7,14,Thursday,3,0
2016-09-25,16.56,2016,9,25,Sunday,6,1
2016-02-27,56.82,2016,2,27,Saturday,5,1
2016-07-02,7.7,2016,7,2,Saturday,5,1
2016-05-01,140.52,2016,5,1,Sunday,6,1
2016-12-18,1793.98,2016,12,18,Sunday,6,1
2016-02-28,36.48,2016,2,28,Sunday,6,1
2016-02-19,34.38,2016,2,19,Friday,4,0
2016-12-24,83.72,2016,12,24,Saturday,5,1
2016-10-03,1027.676,2016,10,3,Monday,0,0
2016-06-25,117.958,2016,6,25,Saturday,5,1
2016-09-23,10.528,2016,9,23,Friday,4,0
2016-05-27,1328.128,2016,5,27,Friday,4,0
2016-01-07,34.58,2016,1,7,Thursday,3,0
2016-07-14,419.944,2016,7,14,Thursday,3,0
2016-08-19,448.792,2016,8,19,Friday,4,0
2016-06-24,440.91,2016,6,24,Friday,4,0
2016-12-09,1056.86,2016,12,9,Friday,4,0
2016-06-26,198.67,2016,6,26,Sunday,6,1
2016-03-14,16.74,2016,3,14,Monday,0,0
2016-09-11,1611.01,2016,9,11,Sunday,6,1
2016-02-27,170.88,2016,2,27,Saturday,5,1
2016-07-24,73.2,2016,7,24,Sunday,6,1
2016-07-18,313.84,2016,7,18,Monday,0,0
2016-12-27,17.184,2016,12,27,Tuesday,1,0
2016-12-13,9.84,2016,12,13,Tuesday,1,0
2016-07-02,569.902,2016,7,2,Saturday,5,1
2016-09-19,53.37,2016,9,19,Monday,0,0
2016-09-06,754.212,2016,9,6,Tuesday,1,0
2016-07-25,15.712,2016,7,25,Monday,0,0
2016-07-04,274.856,2016,7,4,Monday,0,0
2016-11-11,14.112,2016,11,11,Friday,4,0
2016-06-07,9.514,2016,6,7,Tuesday,1,0
2016-12-22,25.584,2016,12,22,Thursday,3,0
2016-11-18,595.0,2016,11,18,Friday,4,0
2016-09-08,310.86,2016,9,8,Thursday,3,0
2016-06-12,487.5,2016,6,12,Sunday,6,1
2016-07-12,95.76,2016,7,12,Tuesday,1,0
2016-10-03,38.08,2016,10,3,Monday,0,0
2016-04-01,61.704,2016,4,1,Friday,4,0
2016-03-03,4406.072,2016,3,3,Thursday,3,0
2016-08-03,248.82,2016,8,3,Wednesday,2,0
2016-07-25,2503.47,2016,7,25,Monday,0,0
2016-11-27,447.783,2016,11,27,Sunday,6,1
2016-05-02,36.648,2016,5,2,Monday,0,0
2016-06-12,198.84,2016,6,12,Sunday,6,1
2016-12-01,23.04,2016,12,1,Thursday,3,0
2016-04-08,129.976,2016,4,8,Friday,4,0
2016-07-03,123.92,2016,7,3,Sunday,6,1
2016-11-28,7.16,2016,11,28,Monday,0,0
2016-12-25,2445.602,2016,12,25,Sunday,6,1
2016-01-03,1604.73,2016,1,3,Sunday,6,1
2016-05-20,1363.96,2016,5,20,Friday,4,0
2016-08-06,38.34,2016,8,6,Saturday,5,1
2016-12-04,15.528,2016,12,4,Sunday,6,1
2016-11-24,4.416,2016,11,24,Thursday,3,0
2016-10-30,3.62,2016,10,30,Sunday,6,1
2016-12-02,115.84,2016,12,2,Friday,4,0
2016-08-12,1800.168,2016,8,12,Friday,4,0
2016-04-16,28.8,2016,4,16,Saturday,5,1
2016-11-10,225.828,2016,11,10,Thursday,3,0
2016-08-26,165.13,2016,8,26,Friday,4,0
2016-05-05,270.728,2016,5,5,Thursday,3,0
2016-09-13,2374.73,2016,9,13,Tuesday,1,0
2016-12-30,170.786,2016,12,30,Friday,4,0
2016-10-20,61.1,2016,10,20,Thursday,3,0
2016-06-19,17.12,2016,6,19,Sunday,6,1
2016-02-16,416.616,2016,2,16,Tuesday,1,0
2016-12-11,1045.21,2016,12,11,Sunday,6,1
2016-09-17,33.4,2016,9,17,Saturday,5,1
2016-11-15,99.39,2016,11,15,Tuesday,1,0
2016-09-18,4.616,2016,9,18,Sunday,6,1
2016-09-30,523.92,2016,9,30,Friday,4,0
2016-09-02,281.916,2016,9,2,Friday,4,0
2016-03-08,9.702,2016,3,8,Tuesday,1,0
2016-10-20,7.152,2016,10,20,Thursday,3,0
2016-03-19,72.294,2016,3,19,Saturday,5,1
2016-07-07,58.94,2016,7,7,Thursday,3,0
2016-02-19,70.88,2016,2,19,Friday,4,0
2016-05-08,1110.344,2016,5,8,Sunday,6,1
2016-01-17,316.0,2016,1,17,Sunday,6,1
2016-09-29,10.496,2016,9,29,Thursday,3,0
2016-09-23,22.98,2016,9,23,Friday,4,0
2016-02-07,107.83,2016,2,7,Sunday,6,1
2016-11-26,17.856,2016,11,26,Saturday,5,1
